LINK-DIR,DATE-TIME,EPOCH-5MIN,LENGTH,FREEFLOW,MEAN,STDDEV,MIN,MAX,CONFIDENCE
775719628F,2013-01-07 09:00,108,128,47.4,55,0,55,55,10
775719628F,2013-01-07 09:35,115,128,47.4,59,11.3,51,67,20
775719628F,2013-01-07 09:55,119,128,47.4,55,0,55,55,10
775719628F,2013-01-07 10:15,123,128,47.4,53.5,6.4,49,58,30
775719628F,2013-01-07 10:35,127,128,47.4,60,0,60,60,10
775719628F,2013-01-07 10:40,128,128,47.4,46,0,46,46,10
775719628F,2013-01-14 08:25,101,128,47.4,61,0,61,61,10
775719628F,2013-01-14 08:30,102,128,47.4,47,5.7,43,51,30
775719628F,2013-01-14 08:55,107,128,47.4,59,0,59,59,10
775719628F,2013-01-14 09:00,108,128,47.4,63,0,63,63,10
775719628F,2013-01-14 09:05,109,128,47.4,64.5,7.8,59,70,30
775719628F,2013-01-14 09:10,110,128,47.4,58,0,58,58,10
775719628F,2013-01-14 09:25,113,128,47.4,69.5,6.4,65,74,30
775719628F,2013-01-14 09:35,115,128,47.4,54,18.4,41,67,20
775719628F,2013-01-14 09:55,119,128,47.4,59,0,59,59,10
775719628F,2013-01-14 10:05,121,128,47.4,60,19.8,46,74,20
775719628F,2013-01-14 10:10,122,128,47.4,45,0,45,45,10
775719628F,2013-01-14 10:15,123,128,47.4,42,0,42,42,10
775719628F,2013-01-14 10:25,125,128,47.4,61.5,0.7,61,62,30
775719628F,2013-01-14 10:40,128,128,47.4,65,0,65,65,10
775719628F,2013-01-14 10:50,130,128,47.4,39,0,39,39,10
775719628F,2013-01-21 08:10,98,128,47.4,70,0,70,70,10
775719628F,2013-01-21 09:15,111,128,47.4,30,0,30,30,10
775719628F,2013-01-21 10:05,121,128,47.4,62,6.1,55,66,30
775719628F,2013-01-21 10:15,123,128,47.4,57,0,57,57,10
775719628F,2013-01-21 10:20,124,128,47.4,42,0,42,42,10
775719628F,2013-01-21 11:00,132,128,47.4,50,0,50,50,10
775719628F,2013-01-28 08:05,97,128,47.4,75,0,75,75,10
775719628F,2013-01-28 08:20,100,128,47.4,75,0,75,75,10
775719628F,2013-01-28 08:45,105,128,47.4,48,0,48,48,10
775719628F,2013-01-28 08:50,106,128,47.4,54,0,54,54,10
775719628F,2013-01-28 09:20,112,128,47.4,50,0,50,50,10
775719628F,2013-01-28 09:55,119,128,47.4,49,0,49,49,10
775719628F,2013-01-28 10:10,122,128,47.4,64.5,10.6,57,72,20
775719628F,2013-02-04 08:50,106,128,47.4,42,5.7,38,46,30
775719628F,2013-02-04 10:40,128,128,47.4,57,0,57,57,10
775719628F,2013-02-04 10:50,130,128,47.4,50,0,50,50,10
775719628F,2013-02-04 10:55,131,128,47.4,31,0,31,31,10
775719628F,2013-02-11 08:10,98,128,47.4,66,0,66,66,10
775719628F,2013-02-11 08:20,100,128,47.4,36,0,36,36,10
775719628F,2013-02-11 08:35,103,128,47.4,45,41,16,74,20
775719628F,2013-02-11 08:40,104,128,47.4,40,0,40,40,10
775719628F,2013-02-11 09:10,110,128,47.4,43,2.8,41,45,30
775719628F,2013-02-11 09:20,112,128,47.4,37,0,37,37,10
775719628F,2013-02-11 09:30,114,128,47.4,55,0,55,55,10
775719628F,2013-02-11 09:55,119,128,47.4,51,0,51,51,10
775719628F,2013-02-11 10:30,126,128,47.4,65,0,65,65,10
775719628F,2013-02-18 10:10,122,128,47.4,54,0,54,54,10
775719628F,2013-02-18 10:15,123,128,47.4,61,9.9,54,68,30
775719628F,2013-02-18 10:25,125,128,47.4,65,0,65,65,10
775719628F,2013-02-18 10:35,127,128,47.4,61,0,61,61,10
775719628F,2013-02-18 10:55,131,128,47.4,79,0,79,79,10
775719628F,2013-02-25 08:30,102,128,47.4,51,0,51,51,10
775719628F,2013-02-25 08:45,105,128,47.4,34,0,34,34,10
775719628F,2013-02-25 09:05,109,128,47.4,47,0,47,47,10
775719628F,2013-02-25 09:10,110,128,47.4,49,28.3,29,69,20
775719628F,2013-02-25 09:25,113,128,47.4,46.5,29,26,67,20
775719628F,2013-02-25 09:30,114,128,47.4,65,0,65,65,30
775719628F,2013-02-25 09:35,115,128,47.4,58.3,3.1,55,61,30
775719628F,2013-02-25 09:50,118,128,47.4,77,0,77,77,10
775719628F,2013-02-25 10:15,123,128,47.4,60,8.5,52,69,30
775719628F,2013-02-25 10:20,124,128,47.4,60,0,60,60,10
775719628F,2013-02-25 10:40,128,128,47.4,69,0,69,69,10
775719628F,2013-02-25 10:50,130,128,47.4,53,0,53,53,10
775719628F,2013-02-25 11:00,132,128,47.4,72,0,72,72,10
775719628F,2013-03-11 08:30,102,128,47.4,48,0,48,48,10
775719628F,2013-03-11 08:35,103,128,47.4,52,0,52,52,10
775719628F,2013-03-11 08:50,106,128,47.4,51.5,2.1,50,53,30
775719628F,2013-03-11 09:55,119,128,47.4,50,0,50,50,10
775719628F,2013-03-11 10:50,130,128,47.4,21,0,21,21,10
775719628F,2013-03-11 11:00,132,128,47.4,39,0,39,39,10
775719628F,2013-03-18 08:05,97,128,47.4,51,0,51,51,10
775719628F,2013-03-18 08:10,98,128,47.4,52,0,52,52,10
775719628F,2013-03-18 08:20,100,128,47.4,56,0,56,56,10
775719628F,2013-03-18 08:45,105,128,47.4,43,0,43,43,10
775719628F,2013-03-18 09:15,111,128,47.4,32,0,32,32,10
775719628F,2013-03-18 09:25,113,128,47.4,64,0,64,64,10
775719628F,2013-03-18 09:35,115,128,47.4,83,0,83,83,10
775719628F,2013-03-18 10:05,121,128,47.4,61,0,61,61,10
775719628F,2013-03-25 08:05,97,128,47.4,40,0,40,40,10
775719628F,2013-03-25 08:10,98,128,47.4,46.7,13.1,32,57,30
775719628F,2013-03-25 08:15,99,128,47.4,39.7,7.6,33,48,30
775719628F,2013-03-25 08:45,105,128,47.4,57,0,57,57,10
775719628F,2013-03-25 08:50,106,128,47.4,66.5,3.5,64,69,30
775719628F,2013-03-25 08:55,107,128,47.4,34,0,34,34,10
775719628F,2013-03-25 09:05,109,128,47.4,67,0,67,67,10
775719628F,2013-03-25 09:20,112,128,47.4,43,0,43,43,10
775719628F,2013-03-25 10:15,123,128,47.4,50,0,50,50,10
775719628F,2013-03-25 10:45,129,128,47.4,36,0,36,36,10
775719628F,2013-04-01 08:15,99,128,47.4,68,0,68,68,10
775719628F,2013-04-01 08:45,105,128,47.4,65,0,65,65,10
775719628F,2013-04-01 08:50,106,128,47.4,79,0,79,79,10
775719628F,2013-04-01 08:55,107,128,47.4,61.5,3.5,59,64,30
775719628F,2013-04-01 09:00,108,128,47.4,40,0,40,40,10
775719628F,2013-04-01 09:05,109,128,47.4,52,12.5,40,65,30
775719628F,2013-04-01 09:20,112,128,47.4,34,0,34,34,10
775719628F,2013-04-01 10:05,121,128,47.4,75,1.7,74,77,30
775719628F,2013-04-01 10:15,123,128,47.4,51,0,51,51,10
775719628F,2013-04-01 10:30,126,128,47.4,66,0,66,66,10
775719628F,2013-04-08 08:10,98,128,47.4,45,8.5,39,51,30
775719628F,2013-04-08 08:40,104,128,47.4,53,0,53,53,10
775719628F,2013-04-08 08:50,106,128,47.4,58,0,58,58,10
775719628F,2013-04-08 09:00,108,128,47.4,54,0,54,54,10
775719628F,2013-04-08 09:20,112,128,47.4,54,0,54,54,10
775719628F,2013-04-08 09:30,114,128,47.4,38,0,38,38,10
775719628F,2013-04-08 09:40,116,128,47.4,45,0,45,45,10
775719628F,2013-04-08 10:10,122,128,47.4,53,0,53,53,10
775719628F,2013-04-08 10:15,123,128,47.4,67.8,14.1,54,95,30
775719628F,2013-04-08 11:00,132,128,47.4,43,0,43,43,10
775719628F,2013-04-15 08:00,96,128,47.4,60,0,60,60,10
775719628F,2013-04-15 08:25,101,128,47.4,37,0,37,37,10
775719628F,2013-04-15 08:40,104,128,47.4,59,0,59,59,10
775719628F,2013-04-15 08:50,106,128,47.4,43,0,43,43,10
775719628F,2013-04-15 09:10,110,128,47.4,51,0,51,51,10
775719628F,2013-04-15 09:20,112,128,47.4,51,11.3,43,59,20
775719628F,2013-04-15 09:40,116,128,47.4,46,0,46,46,10
775719628F,2013-04-15 10:00,120,128,47.4,17,0,17,17,10
775719628F,2013-04-15 10:05,121,128,47.4,53,0,53,53,10
775719628F,2013-04-15 10:25,125,128,47.4,48,18.4,35,61,20
775719628F,2013-04-22 08:10,98,128,47.4,66,0,66,66,10
775719628F,2013-04-22 09:05,109,128,47.4,56,18.4,43,69,20
775719628F,2013-04-22 09:10,110,128,47.4,72,0,72,72,10
775719628F,2013-04-22 09:15,111,128,47.4,43,0,43,43,10
775719628F,2013-04-22 09:30,114,128,47.4,53,0,53,53,10
775719628F,2013-04-22 09:45,117,128,47.4,47,0,47,47,10
775719628F,2013-04-22 09:50,118,128,47.4,60,1.4,59,61,30
775719628F,2013-04-22 09:55,119,128,47.4,49,0,49,49,10
775719628F,2013-04-22 10:35,127,128,47.4,40,0,40,40,10
775719628F,2013-04-22 10:40,128,128,47.4,64,0,64,64,10
775719628F,2013-04-29 08:15,99,128,47.4,52,0,52,52,10
775719628F,2013-04-29 09:10,110,128,47.4,46,0,46,46,10
775719628F,2013-04-29 09:50,118,128,47.4,57,0,57,57,10
775719628F,2013-04-29 10:10,122,128,47.4,58,0,58,58,10
775719628F,2013-04-29 10:20,124,128,47.4,60,0,60,60,10
775719628F,2013-04-29 10:40,128,128,47.4,32,0,32,32,10
775719628F,2013-04-29 10:45,129,128,47.4,46,0,46,46,10
775719628F,2013-05-06 08:30,102,128,47.4,56,0,56,56,10
775719628F,2013-05-06 08:40,104,128,47.4,64,0,64,64,10
775719628F,2013-05-06 09:00,108,128,47.4,29,0,29,29,10
775719628F,2013-05-06 09:05,109,128,47.4,48,11.3,40,56,20
775719628F,2013-05-06 09:10,110,128,47.4,52,0,52,52,10
775719628F,2013-05-06 09:40,116,128,47.4,50,0,50,50,10
775719628F,2013-05-06 09:50,118,128,47.4,48,0,48,48,10
775719628F,2013-05-06 10:05,121,128,47.4,60,0,60,60,10
775719628F,2013-05-06 10:15,123,128,47.4,59,0,59,59,10
775719628F,2013-05-06 11:00,132,128,47.4,70,5.7,66,74,30
775719628F,2013-05-13 09:00,108,128,47.4,47,0,47,47,10
775719628F,2013-05-13 09:35,115,128,47.4,56,0,56,56,10
775719628F,2013-05-13 09:40,116,128,47.4,44,0,44,44,10
775719628F,2013-05-13 09:50,118,128,47.4,54,0,54,54,10
775719628F,2013-05-13 10:00,120,128,47.4,58,0,58,58,10
775719628F,2013-05-13 10:20,124,128,47.4,45,0,45,45,10
775719628F,2013-05-13 10:30,126,128,47.4,57,0,57,57,10
775719628F,2013-05-20 09:00,108,128,47.4,53,0,53,53,10
775719628F,2013-05-20 09:25,113,128,47.4,27,0,27,27,10
775719628F,2013-05-20 09:30,114,128,47.4,53,12.7,44,62,20
775719628F,2013-05-20 09:35,115,128,47.4,61,0,61,61,10
775719628F,2013-05-20 10:10,122,128,47.4,48,1.4,47,49,30
775719628F,2013-05-20 10:45,129,128,47.4,55,0,55,55,10
775719628F,2013-05-27 08:55,107,128,47.4,60,0,60,60,10
775719628F,2013-05-27 10:10,122,128,47.4,54,0,54,54,10
775719628F,2013-05-27 10:20,124,128,47.4,68,1.4,67,69,30
775719628F,2013-06-03 08:15,99,128,47.4,63,0,63,63,10
775719628F,2013-06-03 08:20,100,128,47.4,48.5,0.7,48,49,30
775719628F,2013-06-03 09:05,109,128,47.4,57.5,3.5,55,60,30
775719628F,2013-06-03 09:10,110,128,47.4,41,0,41,41,10
775719628F,2013-06-03 09:20,112,128,47.4,47,2.8,45,49,30
775719628F,2013-06-03 09:30,114,128,47.4,55.7,6.1,49,61,30
775719628F,2013-06-03 09:50,118,128,47.4,72.5,2.1,71,74,30
775719628F,2013-06-03 10:05,121,128,47.4,72,0,72,72,10
775719628F,2013-06-03 10:15,123,128,47.4,52,0,52,52,10
775719628F,2013-06-03 10:30,126,128,47.4,56,0,56,56,10
775719628F,2013-06-03 10:40,128,128,47.4,54.5,3.5,52,57,30
775719628F,2013-06-17 08:25,101,128,47.4,67,0,67,67,10
775719628F,2013-06-17 08:35,103,128,47.4,55,0,55,55,10
775719628F,2013-06-17 09:05,109,128,47.4,35,0,35,35,10
775719628F,2013-06-17 09:25,113,128,47.4,29,0,29,29,10
775719628F,2013-06-17 09:45,117,128,47.4,49,0,49,49,10
775719628F,2013-06-17 09:55,119,128,47.4,50,0,50,50,10
775719628F,2013-06-17 10:15,123,128,47.4,58,0,58,58,10
775719628F,2013-06-17 10:30,126,128,47.4,41,0,41,41,10
775719628F,2013-06-17 10:50,130,128,47.4,57,0,57,57,10
775719628F,2013-06-17 10:55,131,128,47.4,57,0,57,57,10
775719628F,2013-06-24 08:10,98,128,47.4,52,0,52,52,10
775719628F,2013-06-24 08:20,100,128,47.4,47,1.4,46,48,30
775719628F,2013-06-24 08:25,101,128,47.4,69,0,69,69,10
775719628F,2013-06-24 09:10,110,128,47.4,59.5,6.4,55,64,30
775719628F,2013-06-24 09:15,111,128,47.4,73,0,73,73,10
775719628F,2013-06-24 09:20,112,128,47.4,60,0,60,60,10
775719628F,2013-06-24 09:25,113,128,47.4,53,0,53,53,10
775719628F,2013-06-24 09:30,114,128,47.4,54,0,54,54,10
775719628F,2013-06-24 09:35,115,128,47.4,48,0,48,48,10
775719628F,2013-06-24 09:40,116,128,47.4,64,0,64,64,10
775719628F,2013-06-24 09:45,117,128,47.4,26,0,26,26,10
775719628F,2013-06-24 10:05,121,128,47.4,64,0,64,64,10
775719628F,2013-06-24 10:15,123,128,47.4,55,0,55,55,10
775719628F,2013-06-24 10:35,127,128,47.4,61,2.8,59,63,30
775719628F,2013-06-24 10:40,128,128,47.4,51,0,51,51,10
775719628F,2013-06-24 10:55,131,128,47.4,46.3,7.6,38,53,30
775719628F,2013-06-24 11:00,132,128,47.4,58.3,13.6,50,74,30
775719628F,2013-07-01 08:05,97,128,47.4,55.9,15.6,21,83,40
775719628F,2013-07-01 08:25,101,128,47.4,54,0,54,54,10
775719628F,2013-07-01 08:35,103,128,47.4,47,0,47,47,10
775719628F,2013-07-01 08:40,104,128,47.4,65,0,65,65,10
775719628F,2013-07-01 09:00,108,128,47.4,61,0,61,61,10
775719628F,2013-07-01 09:30,114,128,47.4,55,21.7,32,75,20
775719628F,2013-07-01 09:45,117,128,47.4,39,0,39,39,10
775719628F,2013-07-01 09:55,119,128,47.4,38,0,38,38,10
775719628F,2013-07-01 10:10,122,128,47.4,46,0,46,46,10
775719628F,2013-07-01 10:15,123,128,47.4,26,0,26,26,10
775719628F,2013-07-08 08:55,107,128,47.4,71,0,71,71,10
775719628F,2013-07-08 09:45,117,128,47.4,62,0,62,62,30
775719628F,2013-07-08 10:20,124,128,47.4,48,0,48,48,10
775719628F,2013-07-15 08:10,98,128,47.4,64,0,64,64,10
775719628F,2013-07-15 08:25,101,128,47.4,46,0,46,46,10
775719628F,2013-07-15 08:30,102,128,47.4,69,0,69,69,10
775719628F,2013-07-15 09:05,109,128,47.4,46,0,46,46,10
775719628F,2013-07-15 09:10,110,128,47.4,66.5,12,58,75,20
775719628F,2013-07-15 09:30,114,128,47.4,35,0,35,35,10
775719628F,2013-07-15 09:35,115,128,47.4,45,0,45,45,10
775719628F,2013-07-15 09:40,116,128,47.4,39,9.9,32,46,30
775719628F,2013-07-15 10:20,124,128,47.4,54,0,54,54,10
775719628F,2013-07-15 10:30,126,128,47.4,46,0,46,46,10
775719628F,2013-07-15 10:35,127,128,47.4,61,2.6,58,63,30
775719628F,2013-07-15 10:40,128,128,47.4,75,0,75,75,10
775719628F,2013-07-22 08:30,102,128,47.4,54,0,54,54,10
775719628F,2013-07-22 08:35,103,128,47.4,73,0,73,73,10
775719628F,2013-07-22 08:50,106,128,47.4,78,0,78,78,10
775719628F,2013-07-22 08:55,107,128,47.4,33,0,33,33,10
775719628F,2013-07-22 09:10,110,128,47.4,72,0,72,72,10
775719628F,2013-07-22 09:15,111,128,47.4,52,0,52,52,10
775719628F,2013-07-22 09:40,116,128,47.4,74,0,74,74,10
775719628F,2013-07-22 09:45,117,128,47.4,49,0,49,49,10
775719628F,2013-07-22 10:15,123,128,47.4,110,0,110,110,10
775719628F,2013-07-22 10:40,128,128,47.4,58,0,58,58,10
775719628F,2013-07-29 08:05,97,128,47.4,52,0,52,52,10
775719628F,2013-07-29 08:20,100,128,47.4,65,0,65,65,10
775719628F,2013-07-29 08:30,102,128,47.4,46,0,46,46,10
775719628F,2013-07-29 08:40,104,128,47.4,52,0,52,52,10
775719628F,2013-07-29 09:00,108,128,47.4,53,0,53,53,10
775719628F,2013-07-29 09:25,113,128,47.4,56,0,56,56,10
775719628F,2013-07-29 10:05,121,128,47.4,58.5,7.8,53,64,30
775719628F,2013-07-29 10:25,125,128,47.4,64.5,0.7,64,65,30
775719628F,2013-08-05 08:20,100,128,47.4,56.3,4.6,51,59,30
775719628F,2013-08-05 08:25,101,128,47.4,67,0,67,67,10
775719628F,2013-08-05 08:35,103,128,47.4,57,0,57,57,10
775719628F,2013-08-05 08:40,104,128,47.4,51,19.8,37,65,20
775719628F,2013-08-05 08:45,105,128,47.4,58,0,58,58,10
775719628F,2013-08-05 09:20,112,128,47.4,61,10.1,50,70,30
775719628F,2013-08-05 09:25,113,128,47.4,65,0,65,65,10
775719628F,2013-08-05 09:35,115,128,47.4,67,0,67,67,10
775719628F,2013-08-05 09:45,117,128,47.4,29,0,29,29,10
775719628F,2013-08-05 10:25,125,128,47.4,41,0,41,41,10
775719628F,2013-08-05 10:30,126,128,47.4,49,0,49,49,10
775719628F,2013-08-05 10:35,127,128,47.4,61,0,61,61,10
775719628F,2013-08-12 08:45,105,128,47.4,24,0,24,24,10
775719628F,2013-08-12 08:50,106,128,47.4,67,0,67,67,10
775719628F,2013-08-12 09:05,109,128,47.4,52,0,52,52,10
775719628F,2013-08-12 09:25,113,128,47.4,58.5,7.8,53,64,30
775719628F,2013-08-12 09:30,114,128,47.4,45,0,45,45,10
775719628F,2013-08-12 09:50,118,128,47.4,56,0,56,56,10
775719628F,2013-08-12 10:15,123,128,47.4,118,0,118,118,10
775719628F,2013-08-12 10:20,124,128,47.4,62,0,62,62,10
775719628F,2013-08-12 10:40,128,128,47.4,46,0,46,46,10
775719628F,2013-08-19 08:25,101,128,47.4,63.5,9.2,57,70,30
775719628F,2013-08-19 09:05,109,128,47.4,44.7,14,29,56,30
775719628F,2013-08-19 09:45,117,128,47.4,45,0,45,45,10
775719628F,2013-08-19 09:50,118,128,47.4,18,8.5,12,24,30
775719628F,2013-08-19 10:35,127,128,47.4,24,0,24,24,10
775719628F,2013-08-19 10:40,128,128,47.4,42,0,42,42,10
775719628F,2013-08-19 10:45,129,128,47.4,57,0,57,57,10
775719628F,2013-08-19 10:50,130,128,47.4,30,0,30,30,10
775719628F,2013-08-26 08:00,96,128,47.4,44,0,44,44,10
775719628F,2013-08-26 08:25,101,128,47.4,51,0,51,51,10
775719628F,2013-08-26 09:40,116,128,47.4,51,0,51,51,10
775719628F,2013-08-26 09:55,119,128,47.4,69,0,69,69,30
775719628F,2013-08-26 10:05,121,128,47.4,43,0,43,43,10
775719628F,2013-08-26 10:10,122,128,47.4,49,0,49,49,10
775719628F,2013-08-26 10:35,127,128,47.4,56,0,56,56,10
775719628F,2013-09-02 10:00,120,128,47.4,63,0,63,63,10
775719628F,2013-09-09 08:40,104,128,47.4,72,0,72,72,10
775719628F,2013-09-09 08:50,106,128,47.4,57,0,57,57,10
775719628F,2013-09-09 09:20,112,128,47.4,38,0,38,38,10
775719628F,2013-09-09 09:25,113,128,47.4,57,12.7,48,66,20
775719628F,2013-09-09 10:20,124,128,47.4,65,0,65,65,10
775719628F,2013-09-09 10:35,127,128,47.4,53,0,53,53,10
775719628F,2013-09-09 10:55,131,128,47.4,52,0,52,52,10
775719628F,2013-09-16 08:20,100,128,47.4,45,0,45,45,10
775719628F,2013-09-16 08:25,101,128,47.4,59,0,59,59,10
775719628F,2013-09-16 08:30,102,128,47.4,43,0,43,43,10
775719628F,2013-09-16 08:35,103,128,47.4,54,0,54,54,10
775719628F,2013-09-16 08:40,104,128,47.4,64,0,64,64,10
775719628F,2013-09-16 08:55,107,128,47.4,65.7,1.5,64,67,30
775719628F,2013-09-16 09:05,109,128,47.4,33,0,33,33,10
775719628F,2013-09-16 09:40,116,128,47.4,53,0,53,53,10
775719628F,2013-09-16 09:50,118,128,47.4,45,0,45,45,10
775719628F,2013-09-16 10:00,120,128,47.4,70,5.7,66,74,30
775719628F,2013-09-16 10:10,122,128,47.4,48,0,48,48,10
775719628F,2013-09-23 08:05,97,128,47.4,51,2.8,49,53,30
775719628F,2013-09-23 08:10,98,128,47.4,41.5,6.4,37,46,30
775719628F,2013-09-23 08:20,100,128,47.4,48.5,3.5,46,51,30
775719628F,2013-09-23 08:50,106,128,47.4,67,0,67,67,10
775719628F,2013-09-23 08:55,107,128,47.4,37,0,37,37,10
775719628F,2013-09-23 09:00,108,128,47.4,47,0,47,47,10
775719628F,2013-09-23 09:35,115,128,47.4,56,0,56,56,10
775719628F,2013-09-23 10:00,120,128,47.4,36,0,36,36,10
775719628F,2013-09-23 10:15,123,128,47.4,54,14.1,44,64,20
775719628F,2013-09-23 10:45,129,128,47.4,47,0,47,47,10
775719628F,2013-09-23 11:00,132,128,47.4,52,0,52,52,30
775719628F,2013-09-30 08:10,98,128,47.4,47.5,3.5,45,50,30
775719628F,2013-09-30 08:35,103,128,47.4,41.7,2.3,39,43,30
775719628F,2013-09-30 09:05,109,128,47.4,55.5,16.3,44,67,20
775719628F,2013-09-30 09:30,114,128,47.4,52,0,52,52,10
775719628F,2013-09-30 09:50,118,128,47.4,70,0,70,70,10
775719628F,2013-09-30 10:20,124,128,47.4,38,0,38,38,10
775719628F,2013-09-30 10:25,125,128,47.4,68.5,0.7,68,69,30
775719628F,2013-10-07 08:25,101,128,47.4,22,0,22,22,10
775719628F,2013-10-07 08:30,102,128,47.4,43,0,43,43,10
775719628F,2013-10-07 09:05,109,128,47.4,91,0,91,91,10
775719628F,2013-10-07 09:40,116,128,47.4,57,0,57,57,10
775719628F,2013-10-07 09:45,117,128,47.4,46,0,46,46,10
775719628F,2013-10-07 10:00,120,128,47.4,36,0,36,36,10
775719628F,2013-10-07 10:20,124,128,47.4,96,0,96,96,10
775719628F,2013-10-14 08:10,98,128,47.4,54.5,17.7,42,67,20
775719628F,2013-10-14 08:15,99,128,47.4,50,0,50,50,10
775719628F,2013-10-14 09:55,119,128,47.4,58,0,58,58,10
775719628F,2013-10-14 10:20,124,128,47.4,43,0,43,43,10
775719628F,2013-10-14 10:25,125,128,47.4,47.7,14.6,32,61,20
775719628F,2013-10-14 10:45,129,128,47.4,38,0,38,38,10
775719628F,2013-10-21 08:10,98,128,47.4,54,15.6,43,65,20
775719628F,2013-10-21 08:15,99,128,47.4,50.7,5.7,46,57,30
775719628F,2013-10-21 08:20,100,128,47.4,56,0,56,56,10
775719628F,2013-10-21 08:35,103,128,47.4,43,1.4,42,44,30
775719628F,2013-10-21 09:00,108,128,47.4,35,2.8,33,37,30
775719628F,2013-10-21 09:25,113,128,47.4,69.5,0.7,69,70,30
775719628F,2013-10-21 09:50,118,128,47.4,32,0,32,32,10
775719628F,2013-10-21 09:55,119,128,47.4,48,0,48,48,10
775719628F,2013-10-21 10:10,122,128,47.4,49,0,49,49,10
775719628F,2013-10-21 10:50,130,128,47.4,57,0,57,57,10
775719628F,2013-10-28 08:00,96,128,47.4,60,0,60,60,10
775719628F,2013-10-28 08:20,100,128,47.4,55.3,3.8,51,58,30
775719628F,2013-10-28 08:40,104,128,47.4,57,21.2,42,72,20
775719628F,2013-10-28 09:00,108,128,47.4,58,0,58,58,10
775719628F,2013-10-28 09:05,109,128,47.4,69,0,69,69,10
775719628F,2013-10-28 09:15,111,128,47.4,47,11.3,39,55,20
775719628F,2013-10-28 09:25,113,128,47.4,39,0,39,39,10
775719628F,2013-10-28 09:30,114,128,47.4,53,0,53,53,10
775719628F,2013-10-28 09:45,117,128,47.4,58,0,58,58,10
775719628F,2013-10-28 10:15,123,128,47.4,63,8.5,57,69,30
775719628F,2013-10-28 10:25,125,128,47.4,62,0,62,62,10
775719628F,2013-10-28 10:30,126,128,47.4,42,0,42,42,10
775719628F,2013-10-28 10:45,129,128,47.4,68,0,68,68,10
775719628F,2013-11-04 08:05,97,128,47.4,46.5,6.4,42,51,30
775719628F,2013-11-04 09:00,108,128,47.4,33,0,33,33,10
775719628F,2013-11-04 09:10,110,128,47.4,63,0,63,63,10
775719628F,2013-11-04 09:20,112,128,47.4,42,0,42,42,10
775719628F,2013-11-04 09:25,113,128,47.4,31,0,31,31,10
775719628F,2013-11-04 09:45,117,128,47.4,33,0,33,33,10
775719628F,2013-11-04 10:00,120,128,47.4,51,0,51,51,10
775719628F,2013-11-04 10:05,121,128,47.4,42,0,42,42,10
775719628F,2013-11-04 10:55,131,128,47.4,56,0,56,56,10
775719628F,2013-11-11 08:00,96,128,47.4,47,0,47,47,10
775719628F,2013-11-11 08:05,97,128,47.4,53.5,23.3,37,70,20
775719628F,2013-11-11 08:10,98,128,47.4,45.4,3.8,41,51,40
775719628F,2013-11-11 08:35,103,128,47.4,68,0,68,68,10
775719628F,2013-11-11 08:50,106,128,47.4,56,5.7,52,60,30
775719628F,2013-11-11 09:10,110,128,47.4,47,0,47,47,10
775719628F,2013-11-11 09:15,111,128,47.4,46,0,46,46,10
775719628F,2013-11-11 10:20,124,128,47.4,48,0,48,48,10
775719628F,2013-11-11 10:45,129,128,47.4,60,0,60,60,10
775719628F,2013-11-11 10:55,131,128,47.4,47.7,18.1,27,61,20
775719628F,2013-11-18 09:05,109,128,47.4,58.5,2.1,57,60,30
775719628F,2013-11-18 09:10,110,128,47.4,62.5,4.9,59,66,30
775719628F,2013-11-18 09:35,115,128,47.4,65,0,65,65,10
775719628F,2013-11-18 09:50,118,128,47.4,60.5,4.9,57,64,30
775719628F,2013-11-18 10:25,125,128,47.4,42,0,42,42,10
775719628F,2013-11-18 10:35,127,128,47.4,33,4.2,30,36,30
775719628F,2013-11-18 10:40,128,128,47.4,61,0,61,61,10
775719628F,2013-11-25 08:15,99,128,47.4,50,0,50,50,10
775719628F,2013-11-25 08:30,102,128,47.4,45,1.4,44,46,30
775719628F,2013-11-25 08:45,105,128,47.4,56,0,56,56,10
775719628F,2013-11-25 09:05,109,128,47.4,56.5,3.5,54,59,30
775719628F,2013-11-25 09:45,117,128,47.4,56,0,56,56,10
775719628F,2013-11-25 10:00,120,128,47.4,55,0,55,55,10
775719628F,2013-11-25 10:20,124,128,47.4,98,0,98,98,10
775719628F,2013-11-25 10:25,125,128,47.4,61,0,61,61,10
775719628F,2013-11-25 10:50,130,128,47.4,54,0,54,54,10
775719628F,2013-11-25 10:55,131,128,47.4,77,0,77,77,10
775719628F,2013-11-25 11:00,132,128,47.4,65.5,0.7,65,66,30
775719628F,2013-12-02 08:25,101,128,47.4,76,0,76,76,10
775719628F,2013-12-02 08:30,102,128,47.4,56,1.4,55,57,30
775719628F,2013-12-02 08:45,105,128,47.4,46,0,46,46,10
775719628F,2013-12-02 08:55,107,128,47.4,54.5,3.5,52,57,30
775719628F,2013-12-02 09:10,110,128,47.4,73.7,9.3,63,80,30
775719628F,2013-12-02 09:30,114,128,47.4,19,0,19,19,10
775719628F,2013-12-02 09:35,115,128,47.4,62,0,62,62,10
775719628F,2013-12-02 09:40,116,128,47.4,54,2.8,52,56,30
775719628F,2013-12-02 10:05,121,128,47.4,53,0,53,53,10
775719628F,2013-12-02 10:20,124,128,47.4,57.8,7.9,46,63,30
775719628F,2013-12-02 10:25,125,128,47.4,68,0,68,68,10
