LINK-DIR,DATE-TIME,EPOCH-5MIN,LENGTH,FREEFLOW,MEAN,STDDEV,MIN,MAX,CONFIDENCE
107030561T,2013-08-19 08:55,107,396,41.5,25,19.2,3,46,20
107030561T,2013-08-19 09:00,108,396,41.5,78,0,78,78,10
107030561T,2013-08-19 09:05,109,396,41.5,25.3,15.6,9,40,20
107030561T,2013-08-19 09:30,114,396,41.5,72,0,72,72,10
107030561T,2013-08-19 09:50,118,396,41.5,31,0,31,31,10
107030561T,2013-08-19 09:55,119,396,41.5,17,0,17,17,10
107030561T,2013-08-19 10:15,123,396,41.5,22.5,10.6,15,30,20
107030561T,2013-08-19 10:25,125,396,41.5,63,0,63,63,10
107030561T,2013-08-19 10:35,127,396,41.5,51,0,51,51,10
107030561T,2013-08-19 10:40,128,396,41.5,42.8,19.3,14,56,20
107030561T,2013-08-19 10:45,129,396,41.5,9,0,9,9,10
107030561T,2013-08-26 08:00,96,396,41.5,50,0,50,50,10
107030561T,2013-08-26 08:05,97,396,41.5,48,0,48,48,10
107030561T,2013-08-26 08:20,100,396,41.5,59,0,59,59,10
107030561T,2013-08-26 08:35,103,396,41.5,47,19.8,33,61,20
107030561T,2013-08-26 08:50,106,396,41.5,19.7,27.2,3,51,20
107030561T,2013-08-26 09:30,114,396,41.5,19.5,0.7,19,20,30
107030561T,2013-08-26 09:45,117,396,41.5,38,0,38,38,10
107030561T,2013-08-26 10:45,129,396,41.5,51.6,25.6,6,66,20
107030561T,2013-09-02 09:25,113,396,41.5,72,0,72,72,10
107030561T,2013-09-02 10:20,124,396,41.5,69.5,2.6,67,73,30
107030561T,2013-09-09 08:00,96,396,41.5,63,0,63,63,10
107030561T,2013-09-09 08:20,100,396,41.5,41,18.4,28,54,20
107030561T,2013-09-09 08:45,105,396,41.5,42.2,20.2,22,69,20
107030561T,2013-09-09 08:55,107,396,41.5,37,0,37,37,10
107030561T,2013-09-09 09:00,108,396,41.5,64.5,0.7,64,65,30
107030561T,2013-09-09 09:05,109,396,41.5,32,22.6,16,48,20
107030561T,2013-09-09 09:30,114,396,41.5,47,0,47,47,10
107030561T,2013-09-09 09:40,116,396,41.5,80,28.3,60,100,20
107030561T,2013-09-09 10:05,121,396,41.5,65,0,65,65,10
107030561T,2013-09-09 10:20,124,396,41.5,71,0,71,71,10
107030561T,2013-09-09 10:55,131,396,41.5,32,18.4,19,45,20
107030561T,2013-09-16 08:05,97,396,41.5,5.5,2.1,4,7,30
107030561T,2013-09-16 08:10,98,396,41.5,17.3,15.5,6,35,20
107030561T,2013-09-16 08:15,99,396,41.5,3,0,3,3,10
107030561T,2013-09-16 08:20,100,396,41.5,13.8,15.6,4,37,30
107030561T,2013-09-16 08:55,107,396,41.5,43,25.5,25,61,20
107030561T,2013-09-16 09:05,109,396,41.5,42,21.2,27,57,20
107030561T,2013-09-16 09:20,112,396,41.5,62,0,62,62,10
107030561T,2013-09-16 09:25,113,396,41.5,67,0,67,67,10
107030561T,2013-09-16 09:40,116,396,41.5,71,0,71,71,10
107030561T,2013-09-16 09:45,117,396,41.5,54,0,54,54,10
107030561T,2013-09-16 10:20,124,396,41.5,43.8,29,4,69,20
107030561T,2013-09-16 10:25,125,396,41.5,65,0,65,65,10
107030561T,2013-09-16 10:35,127,396,41.5,41,0,41,41,30
107030561T,2013-09-16 10:40,128,396,41.5,23.2,15.2,3,40,30
107030561T,2013-09-16 10:45,129,396,41.5,48.8,11,32,62,30
107030561T,2013-09-16 10:55,131,396,41.5,72,0,72,72,10
107030561T,2013-09-16 11:00,132,396,41.5,50.5,23.3,34,67,20
107030561T,2013-09-23 08:15,99,396,41.5,9.5,12,1,18,20
107030561T,2013-09-23 08:20,100,396,41.5,57,17,45,69,20
107030561T,2013-09-23 08:25,101,396,41.5,36,0,36,36,10
107030561T,2013-09-23 08:30,102,396,41.5,51,0,51,51,10
107030561T,2013-09-23 08:35,103,396,41.5,1,0,1,1,10
107030561T,2013-09-23 09:00,108,396,41.5,50,14.1,40,60,20
107030561T,2013-09-23 09:20,112,396,41.5,73.3,1.2,72,74,30
107030561T,2013-09-23 09:25,113,396,41.5,68.5,0.7,68,69,30
107030561T,2013-09-23 09:35,115,396,41.5,28.3,24.7,1,49,20
107030561T,2013-09-23 09:55,119,396,41.5,63.5,2.1,62,65,30
107030561T,2013-09-23 10:10,122,396,41.5,77.5,0.7,77,78,30
107030561T,2013-09-23 10:20,124,396,41.5,62.5,7.8,57,68,30
107030561T,2013-09-23 10:30,126,396,41.5,48,0,48,48,10
107030561T,2013-09-23 10:35,127,396,41.5,31,0,31,31,10
107030561T,2013-09-23 10:45,129,396,41.5,71,0,71,71,10
107030561T,2013-09-23 11:00,132,396,41.5,43.3,25.9,14,63,20
107030561T,2013-09-30 08:10,98,396,41.5,51,0,51,51,10
107030561T,2013-09-30 08:15,99,396,41.5,40,27.6,9,62,20
107030561T,2013-09-30 08:25,101,396,41.5,67,0,67,67,10
107030561T,2013-09-30 08:30,102,396,41.5,68,8.5,62,74,30
107030561T,2013-09-30 09:10,110,396,41.5,60,4.2,57,63,30
107030561T,2013-09-30 09:20,112,396,41.5,65,0,65,65,10
107030561T,2013-09-30 10:00,120,396,41.5,69.5,0.7,69,70,30
107030561T,2013-09-30 10:10,122,396,41.5,70,0,70,70,10
107030561T,2013-09-30 10:40,128,396,41.5,29,17.7,3,41,20
107030561T,2013-09-30 10:50,130,396,41.5,34,8.5,28,40,30
107030561T,2013-09-30 11:00,132,396,41.5,44,5.7,40,48,30
107030561T,2013-10-07 08:05,97,396,41.5,54.5,10.6,47,62,20
107030561T,2013-10-07 08:10,98,396,41.5,39,0,39,39,10
107030561T,2013-10-07 08:20,100,396,41.5,62.3,1.2,61,63,30
107030561T,2013-10-07 08:40,104,396,41.5,64,0,64,64,10
107030561T,2013-10-07 09:20,112,396,41.5,68.5,0.7,68,69,30
107030561T,2013-10-07 09:40,116,396,41.5,45,0,45,45,10
107030561T,2013-10-07 10:20,124,396,41.5,43,0,43,43,10
107030561T,2013-10-07 10:40,128,396,41.5,20.5,27.6,1,40,20
107030561T,2013-10-07 10:50,130,396,41.5,32.1,24.6,3,70,20
107030561T,2013-10-14 08:05,97,396,41.5,53,11.3,45,61,20
107030561T,2013-10-14 08:35,103,396,41.5,59,0,59,59,10
107030561T,2013-10-14 08:40,104,396,41.5,53.3,3.2,51,57,30
107030561T,2013-10-14 09:05,109,396,41.5,41,0,41,41,10
107030561T,2013-10-14 09:30,114,396,41.5,36,0,36,36,10
107030561T,2013-10-14 10:25,125,396,41.5,40,18.4,27,53,20
107030561T,2013-10-14 10:40,128,396,41.5,47,5.7,43,51,30
107030561T,2013-10-14 10:50,130,396,41.5,26.7,22.5,1,43,20
107030561T,2013-10-21 08:20,100,396,41.5,48,0,48,48,10
107030561T,2013-10-21 08:25,101,396,41.5,61,2.8,59,63,30
107030561T,2013-10-21 08:40,104,396,41.5,51,0,51,51,10
107030561T,2013-10-21 09:35,115,396,41.5,74,0,74,74,10
107030561T,2013-10-21 09:50,118,396,41.5,31.5,7.8,26,37,30
107030561T,2013-10-21 10:05,121,396,41.5,47,1.4,46,48,30
107030561T,2013-10-21 10:15,123,396,41.5,63,0,63,63,10
107030561T,2013-10-21 10:40,128,396,41.5,65,0,65,65,10
107030561T,2013-10-21 10:45,129,396,41.5,60,0,60,60,10
107030561T,2013-10-21 10:55,131,396,41.5,73,0,73,73,10
107030561T,2013-10-28 08:45,105,396,41.5,56,0,56,56,10
107030561T,2013-10-28 09:05,109,396,41.5,62,0,62,62,10
107030561T,2013-10-28 09:50,118,396,41.5,54.7,12.1,41,64,30
107030561T,2013-10-28 09:55,119,396,41.5,72,0,72,72,10
107030561T,2013-10-28 10:00,120,396,41.5,55.2,18.8,30,75,20
107030561T,2013-10-28 10:05,121,396,41.5,58.3,11.2,50,71,30
107030561T,2013-10-28 10:10,122,396,41.5,57.5,14.8,47,68,20
107030561T,2013-10-28 10:15,123,396,41.5,68,0,68,68,10
107030561T,2013-10-28 10:25,125,396,41.5,58,0,58,58,10
107030561T,2013-10-28 10:30,126,396,41.5,64,0,64,64,10
107030561T,2013-10-28 10:40,128,396,41.5,11,0,11,11,10
107030561T,2013-10-28 10:45,129,396,41.5,45,33.9,21,69,20
107030561T,2013-10-28 11:00,132,396,41.5,38,0,38,38,10
107030561T,2013-11-04 08:05,97,396,41.5,30,0,30,30,10
107030561T,2013-11-04 08:10,98,396,41.5,32,0,32,32,10
107030561T,2013-11-04 08:15,99,396,41.5,55.5,20.5,41,70,20
107030561T,2013-11-04 08:20,100,396,41.5,21.3,19.9,4,43,20
107030561T,2013-11-04 08:25,101,396,41.5,40.5,15,33,63,30
107030561T,2013-11-04 08:40,104,396,41.5,52,0,52,52,10
107030561T,2013-11-04 09:20,112,396,41.5,68,0,68,68,10
107030561T,2013-11-04 09:35,115,396,41.5,32,1.4,31,33,30
107030561T,2013-11-04 10:10,122,396,41.5,68,0,68,68,10
107030561T,2013-11-04 10:15,123,396,41.5,14.5,16.3,3,26,20
107030561T,2013-11-04 10:25,125,396,41.5,56,0,56,56,10
107030561T,2013-11-04 10:30,126,396,41.5,47.8,26.6,7,75,20
107030561T,2013-11-04 10:45,129,396,41.5,23,31.1,1,45,20
107030561T,2013-11-04 10:50,130,396,41.5,22,0,22,22,10
107030561T,2013-11-04 10:55,131,396,41.5,61,14.1,51,71,20
107030561T,2013-11-04 11:00,132,396,41.5,26.5,17.7,14,39,20
107030561T,2013-11-11 08:05,97,396,41.5,33.5,23.3,17,50,20
107030561T,2013-11-11 08:15,99,396,41.5,60,11.2,50,76,30
107030561T,2013-11-11 08:25,101,396,41.5,40.5,19.1,27,54,20
107030561T,2013-11-11 08:30,102,396,41.5,57,0,57,57,10
107030561T,2013-11-11 08:35,103,396,41.5,85,0,85,85,10
107030561T,2013-11-11 08:50,106,396,41.5,43,23.5,16,59,20
107030561T,2013-11-11 09:45,117,396,41.5,62,0,62,62,10
107030561T,2013-11-11 10:10,122,396,41.5,39.5,0.7,39,40,30
107030561T,2013-11-11 10:35,127,396,41.5,39,24,22,56,20
107030561T,2013-11-18 08:00,96,396,41.5,27,18.4,14,40,20
107030561T,2013-11-18 08:05,97,396,41.5,46,0,46,46,10
107030561T,2013-11-18 08:15,99,396,41.5,46.5,33.2,23,70,20
107030561T,2013-11-18 08:20,100,396,41.5,12.5,12,4,21,20
107030561T,2013-11-18 08:25,101,396,41.5,60,0,60,60,10
107030561T,2013-11-18 08:35,103,396,41.5,46.5,21.9,31,62,20
107030561T,2013-11-18 08:50,106,396,41.5,58,0,58,58,10
107030561T,2013-11-18 09:30,114,396,41.5,46,31.1,24,68,20
107030561T,2013-11-18 10:15,123,396,41.5,50.7,27.6,19,70,20
107030561T,2013-11-18 10:20,124,396,41.5,37,32,6,70,20
107030561T,2013-11-18 10:25,125,396,41.5,55,9.9,48,62,30
107030561T,2013-11-18 11:00,132,396,41.5,29.5,19.1,16,43,20
107030561T,2013-11-25 08:05,97,396,41.5,38,8.5,32,44,30
107030561T,2013-11-25 08:20,100,396,41.5,14,0,14,14,10
107030561T,2013-11-25 08:25,101,396,41.5,29.5,33.2,6,53,20
107030561T,2013-11-25 08:35,103,396,41.5,55,9.9,48,62,30
107030561T,2013-11-25 08:40,104,396,41.5,61.5,0.7,61,62,30
107030561T,2013-11-25 09:00,108,396,41.5,46,7.1,41,51,30
107030561T,2013-11-25 09:35,115,396,41.5,65,1.4,64,67,30
107030561T,2013-11-25 09:50,118,396,41.5,68,0,68,68,10
107030561T,2013-11-25 10:05,121,396,41.5,62,0,62,62,10
107030561T,2013-11-25 10:45,129,396,41.5,51.7,10.2,38,64,40
107030561T,2013-11-25 10:50,130,396,41.5,51,12.2,37,59,30
107030561T,2013-11-25 11:00,132,396,41.5,35.2,17.3,17,57,30
107030561T,2013-12-02 08:15,99,396,41.5,53.3,12.7,46,68,30
107030561T,2013-12-02 08:25,101,396,41.5,64,0,64,64,10
107030561T,2013-12-02 08:30,102,396,41.5,52.5,10.6,45,60,20
107030561T,2013-12-02 08:50,106,396,41.5,58,0,58,58,10
107030561T,2013-12-02 09:10,110,396,41.5,73,0,73,73,10
107030561T,2013-12-02 09:25,113,396,41.5,60.5,4.9,57,64,30
107030561T,2013-12-02 09:35,115,396,41.5,33,0,33,33,10
107030561T,2013-12-02 09:45,117,396,41.5,54,25.5,36,72,20
107030561T,2013-12-02 09:55,119,396,41.5,68,1.4,67,69,30
107030561T,2013-12-02 10:20,124,396,41.5,67,0,67,67,10
107030561T,2013-12-02 10:55,131,396,41.5,45.7,16.4,27,58,20
107030486T,2013-01-07 08:10,98,585,31.9,42,21.2,27,57,20
107030486T,2013-01-07 08:15,99,585,31.9,44.5,6.4,40,49,30
107030486T,2013-01-07 08:35,103,585,31.9,49,0,49,49,10
107030486T,2013-01-07 09:35,115,585,31.9,41.5,16.3,30,53,20
107030486T,2013-01-07 10:00,120,585,31.9,43,0,43,43,10
107030486T,2013-01-07 10:15,123,585,31.9,57,0,57,57,10
107030486T,2013-01-07 10:25,125,585,31.9,62.3,28.9,29,80,20
107030486T,2013-01-07 10:45,129,585,31.9,37.3,30.6,14,72,20
107030486T,2013-01-07 10:55,131,585,31.9,3,0,3,3,10
107030486T,2013-01-07 11:00,132,585,31.9,41,0,41,41,10
107030486T,2013-01-14 09:15,111,585,31.9,73.3,3.1,70,76,30
107030486T,2013-01-14 09:20,112,585,31.9,61,0,61,61,30
107030486T,2013-01-14 09:25,113,585,31.9,36.8,29.2,6,72,20
107030486T,2013-01-14 09:50,118,585,31.9,39,0,39,39,10
107030486T,2013-01-14 09:55,119,585,31.9,33,0,33,33,10
107030486T,2013-01-14 10:05,121,585,31.9,75,0,75,75,10
107030486T,2013-01-14 10:45,129,585,31.9,55.5,30.4,34,77,20
107030486T,2013-01-21 08:05,97,585,31.9,3,0,3,3,10
107030486T,2013-01-21 08:10,98,585,31.9,52,0,52,52,10
107030486T,2013-01-21 08:15,99,585,31.9,49.5,31.8,27,72,20
107030486T,2013-01-21 08:25,101,585,31.9,37.5,0.7,37,38,30
107030486T,2013-01-21 08:40,104,585,31.9,17.5,0.7,17,18,30
107030486T,2013-01-21 08:50,106,585,31.9,37,4.2,34,40,30
107030486T,2013-01-21 09:40,116,585,31.9,47,0,47,47,10
107030486T,2013-01-21 09:50,118,585,31.9,19,0,19,19,10
107030486T,2013-01-21 10:00,120,585,31.9,72,0,72,72,10
107030486T,2013-01-21 10:20,124,585,31.9,41,12.7,32,50,20
107030486T,2013-01-21 10:30,126,585,31.9,35.5,29,15,56,20
107030486T,2013-01-21 10:40,128,585,31.9,35.2,23.5,2,57,20
107030486T,2013-01-21 10:45,129,585,31.9,51,19.8,37,65,20
107030486T,2013-01-28 08:00,96,585,31.9,44,15.6,33,55,20
107030486T,2013-01-28 08:10,98,585,31.9,29.4,11.9,17,46,30
107030486T,2013-01-28 08:15,99,585,31.9,31,0,31,31,10
107030486T,2013-01-28 08:20,100,585,31.9,34.2,18.4,19,61,20
107030486T,2013-01-28 08:30,102,585,31.9,18.5,13.4,9,28,20
107030486T,2013-01-28 08:35,103,585,31.9,31,1.4,30,32,30
107030486T,2013-01-28 09:25,113,585,31.9,58,4.2,55,61,30
107030486T,2013-01-28 09:55,119,585,31.9,49,0,49,49,10
107030486T,2013-01-28 10:00,120,585,31.9,36,0,36,36,10
107030486T,2013-01-28 10:30,126,585,31.9,19,0,19,19,10
107030486T,2013-01-28 10:35,127,585,31.9,31,0,31,31,10
107030486T,2013-01-28 10:45,129,585,31.9,27.5,3.5,25,30,30
107030486T,2013-02-04 08:10,98,585,31.9,34,9.5,28,45,30
107030486T,2013-02-04 08:30,102,585,31.9,30.7,32.4,3,72,20
107030486T,2013-02-04 09:45,117,585,31.9,64,0,64,64,10
107030486T,2013-02-04 09:55,119,585,31.9,60,0,60,60,10
107030486T,2013-02-04 10:00,120,585,31.9,45.5,26.2,27,64,20
107030486T,2013-02-04 10:20,124,585,31.9,8,0,8,8,10
107030486T,2013-02-04 10:40,128,585,31.9,30,2.8,28,32,30
107030486T,2013-02-04 11:00,132,585,31.9,46.6,10.6,36,59,30
107030486T,2013-02-11 08:00,96,585,31.9,31.5,2.1,30,33,30
107030486T,2013-02-11 08:50,106,585,31.9,39.3,32.7,19,77,20
107030486T,2013-02-11 08:55,107,585,31.9,39.7,25.4,19,68,20
107030486T,2013-02-11 09:05,109,585,31.9,54,0,54,54,10
107030486T,2013-02-11 09:35,115,585,31.9,42,0,42,42,10
107030486T,2013-02-11 09:40,116,585,31.9,38.5,23.3,22,55,20
107030486T,2013-02-11 09:50,118,585,31.9,45.5,15.9,30,62,30
107030486T,2013-02-11 10:05,121,585,31.9,45,8.5,39,51,30
107030486T,2013-02-11 10:35,127,585,31.9,49,0,49,49,10
107030486T,2013-02-11 10:40,128,585,31.9,30,0,30,30,10
107030486T,2013-02-11 11:00,132,585,31.9,34,0,34,34,10
107030486T,2013-02-18 09:25,113,585,31.9,61.5,23.3,45,78,20
107030486T,2013-02-18 09:35,115,585,31.9,65,0,65,65,10
107030486T,2013-02-18 10:10,122,585,31.9,46,18.4,33,59,20
107030486T,2013-02-18 10:40,128,585,31.9,35.2,15,24,57,30
107030486T,2013-02-25 08:10,98,585,31.9,51.5,4.9,48,55,30
107030486T,2013-02-25 08:15,99,585,31.9,47,24.5,21,75,20
107030486T,2013-02-25 08:50,106,585,31.9,39.5,24.3,5,67,30
107030486T,2013-02-25 09:00,108,585,31.9,13,0,13,13,10
107030486T,2013-02-25 09:05,109,585,31.9,32.5,30.4,11,54,20
107030486T,2013-02-25 10:15,123,585,31.9,48,19.8,34,62,20
107030486T,2013-02-25 10:25,125,585,31.9,56,0,56,56,10
107030486T,2013-02-25 10:50,130,585,31.9,43.5,3.5,41,46,30
107030486T,2013-02-25 11:00,132,585,31.9,52.5,41.7,23,82,20
107030486T,2013-03-11 08:05,97,585,31.9,40.5,30.4,19,62,20
107030486T,2013-03-11 08:20,100,585,31.9,19,16,3,35,20
107030486T,2013-03-11 08:30,102,585,31.9,40,26.9,21,59,20
107030486T,2013-03-11 08:40,104,585,31.9,9,0,9,9,10
107030486T,2013-03-11 09:35,115,585,31.9,42.5,21.9,27,58,20
107030486T,2013-03-11 10:15,123,585,31.9,23,9.5,17,34,30
107030486T,2013-03-11 10:20,124,585,31.9,42.3,28.6,22,75,20
107030486T,2013-03-18 08:15,99,585,31.9,31,0,31,31,10
107030486T,2013-03-18 08:25,101,585,31.9,35.5,21.9,20,51,20
107030486T,2013-03-18 08:30,102,585,31.9,22.5,0.7,22,23,30
107030486T,2013-03-18 08:40,104,585,31.9,25,0,25,25,10
107030486T,2013-03-18 09:05,109,585,31.9,47,0,47,47,10
107030486T,2013-03-18 09:15,111,585,31.9,40,21.9,24,65,20
107030486T,2013-03-18 09:20,112,585,31.9,34,19.8,20,48,20
107030486T,2013-03-18 09:55,119,585,31.9,52,0,52,52,10
107030486T,2013-03-18 10:10,122,585,31.9,40,0,40,40,10
107030486T,2013-03-18 10:50,130,585,31.9,26.2,23.9,1,51,20
107030486T,2013-03-18 10:55,131,585,31.9,56.5,3.5,54,59,30
107030486T,2013-03-25 08:15,99,585,31.9,28,0,28,28,10
107030486T,2013-03-25 08:25,101,585,31.9,22.2,15.3,9,40,30
107030486T,2013-03-25 08:30,102,585,31.9,56,0,56,56,10
107030486T,2013-03-25 08:40,104,585,31.9,41,25.5,23,59,20
107030486T,2013-03-25 08:45,105,585,31.9,22,29.7,1,43,20
107030486T,2013-03-25 09:05,109,585,31.9,18,0,18,18,10
107030486T,2013-03-25 09:10,110,585,31.9,50.5,9.2,44,57,30
107030486T,2013-03-25 09:30,114,585,31.9,55.5,17.7,43,68,20
107030486T,2013-03-25 09:40,116,585,31.9,54.5,29,34,75,20
107030486T,2013-03-25 09:55,119,585,31.9,46.7,28.7,20,77,20
107030486T,2013-03-25 10:00,120,585,31.9,72,0,72,72,10
107030486T,2013-03-25 10:20,124,585,31.9,36.1,23.7,3,64,30
107030486T,2013-03-25 10:25,125,585,31.9,55.2,18.5,27,72,30
107030486T,2013-03-25 10:50,130,585,31.9,53.5,26.2,35,72,20
107030486T,2013-04-01 08:00,96,585,31.9,31,42.4,1,61,20
107030486T,2013-04-01 08:20,100,585,31.9,25.5,6.4,21,30,30
107030486T,2013-04-01 08:40,104,585,31.9,18,19.8,4,32,20
107030486T,2013-04-01 09:20,112,585,31.9,22,0,22,22,10
107030486T,2013-04-01 09:40,116,585,31.9,43,0,43,43,10
107030486T,2013-04-01 10:10,122,585,31.9,54,0,54,54,10
107030486T,2013-04-01 10:15,123,585,31.9,33,0,33,33,10
107030486T,2013-04-01 10:40,128,585,31.9,37.8,22.9,17,70,20
107030486T,2013-04-08 08:10,98,585,31.9,45,38.2,18,72,20
107030486T,2013-04-08 08:35,103,585,31.9,2,0,2,2,10
107030486T,2013-04-08 08:40,104,585,31.9,38.5,26.7,11,74,20
107030486T,2013-04-08 09:35,115,585,31.9,51.5,7.8,46,57,30
107030486T,2013-04-08 09:50,118,585,31.9,58.5,6.4,54,63,30
107030486T,2013-04-08 10:00,120,585,31.9,40.9,23.6,12,78,30
107030486T,2013-04-08 10:10,122,585,31.9,42,0,42,42,10
107030486T,2013-04-08 10:20,124,585,31.9,31,16.4,17,49,20
107030486T,2013-04-08 10:40,128,585,31.9,49.3,15.5,32,62,20
107030486T,2013-04-08 10:45,129,585,31.9,17.5,21.1,4,49,20
107030486T,2013-04-15 08:25,101,585,31.9,16.3,19.3,1,38,20
107030486T,2013-04-15 09:15,111,585,31.9,46,0,46,46,10
107030486T,2013-04-15 09:50,118,585,31.9,58,17,46,70,20
107030486T,2013-04-15 10:00,120,585,31.9,45,12.2,32,60,30
107030486T,2013-04-15 10:05,121,585,31.9,36,1.4,35,37,30
107030486T,2013-04-15 10:35,127,585,31.9,35,35.4,10,60,20
107030486T,2013-04-22 08:05,97,585,31.9,15.5,11.2,3,30,30
107030486T,2013-04-22 08:20,100,585,31.9,27,0,27,27,10
107030486T,2013-04-22 09:20,112,585,31.9,41,0,41,41,10
107030486T,2013-04-22 09:40,116,585,31.9,60,15.6,49,71,20
107030486T,2013-04-22 10:05,121,585,31.9,54,0,54,54,10
107030486T,2013-04-22 10:15,123,585,31.9,41,24.4,24,69,20
107030486T,2013-04-22 10:20,124,585,31.9,36.5,4.9,33,40,30
107030486T,2013-04-22 10:50,130,585,31.9,48,16.6,24,69,30
107030486T,2013-04-22 10:55,131,585,31.9,43.5,17.7,31,56,20
107030486T,2013-04-29 08:00,96,585,31.9,45.5,40.3,17,74,20
107030486T,2013-04-29 08:05,97,585,31.9,34.7,14.7,18,46,20
107030486T,2013-04-29 08:40,104,585,31.9,33,25.5,15,51,20
107030486T,2013-04-29 08:50,106,585,31.9,19,0,19,19,10
107030486T,2013-04-29 09:10,110,585,31.9,26,0,26,26,10
107030486T,2013-04-29 09:25,113,585,31.9,51.8,23.8,30,83,20
107030486T,2013-04-29 09:35,115,585,31.9,48,0,48,48,10
107030486T,2013-04-29 09:45,117,585,31.9,36.5,6.4,32,41,30
107030486T,2013-04-29 10:05,121,585,31.9,51.5,17.7,39,64,20
107030486T,2013-04-29 10:10,122,585,31.9,48.5,27.6,29,68,20
107030486T,2013-05-06 08:40,104,585,31.9,40.8,10.5,32,56,30
107030486T,2013-05-06 08:50,106,585,31.9,25.5,16.3,14,37,20
107030486T,2013-05-06 09:10,110,585,31.9,39,19.8,25,53,20
107030486T,2013-05-06 09:20,112,585,31.9,38,0,38,38,10
107030486T,2013-05-06 09:45,117,585,31.9,46.5,9.2,40,53,30
107030486T,2013-05-06 09:55,119,585,31.9,72,0,72,72,10
107030486T,2013-05-06 10:00,120,585,31.9,43,11.5,35,60,30
107030486T,2013-05-06 10:20,124,585,31.9,29,1.4,28,30,30
107030486T,2013-05-06 10:45,129,585,31.9,34.7,21.1,22,59,20
107030486T,2013-05-06 10:50,130,585,31.9,1,0,1,1,10
107030486T,2013-05-13 08:05,97,585,31.9,48,36.8,22,74,20
107030486T,2013-05-13 08:45,105,585,31.9,50.5,34.6,26,75,20
107030486T,2013-05-13 09:05,109,585,31.9,47.5,37.5,21,74,20
107030486T,2013-05-13 09:10,110,585,31.9,38.2,23.5,17,68,20
107030486T,2013-05-13 09:25,113,585,31.9,44,31.1,22,66,20
107030486T,2013-05-13 09:40,116,585,31.9,51.5,3.5,49,54,30
107030486T,2013-05-13 09:50,118,585,31.9,42,24,25,59,20
107030486T,2013-05-13 10:20,124,585,31.9,52.5,4.9,49,56,30
107030486T,2013-05-13 10:30,126,585,31.9,14,0,14,14,10
107030486T,2013-05-13 10:45,129,585,31.9,32,0,32,32,10
107030486T,2013-05-20 08:35,103,585,31.9,48,0,48,48,10
107030486T,2013-05-20 09:00,108,585,31.9,41.8,21,14,65,20
107030486T,2013-05-20 09:15,111,585,31.9,51,0,51,51,10
107030486T,2013-05-20 09:25,113,585,31.9,26,0,26,26,10
107030486T,2013-05-20 09:35,115,585,31.9,30.7,7.6,22,36,30
107030486T,2013-05-20 09:40,116,585,31.9,24.2,22.3,1,74,30
107030486T,2013-05-20 09:55,119,585,31.9,39.3,25.6,15,66,20
107030486T,2013-05-20 10:05,121,585,31.9,67,2.8,65,69,30
107030486T,2013-05-20 10:30,126,585,31.9,53,0,53,53,10
107030486T,2013-05-20 10:40,128,585,31.9,54,0,54,54,10
107030486T,2013-05-20 10:45,129,585,31.9,44.5,36.1,19,70,20
107030486T,2013-05-20 10:50,130,585,31.9,50.5,6.4,46,55,30
107030486T,2013-05-27 08:15,99,585,31.9,37,0,37,37,10
107030486T,2013-05-27 08:45,105,585,31.9,44.3,40.1,1,94,20
107030486T,2013-05-27 09:55,119,585,31.9,56.2,20.1,30,77,20
107030486T,2013-05-27 10:40,128,585,31.9,56,15.6,45,67,20
107030486T,2013-06-03 08:00,96,585,31.9,46.8,20.8,2,70,30
107030486T,2013-06-03 08:05,97,585,31.9,28.8,19.9,4,56,30
107030486T,2013-06-03 08:10,98,585,31.9,17,0,17,17,10
107030486T,2013-06-03 08:25,101,585,31.9,67,0,67,67,10
107030486T,2013-06-03 08:30,102,585,31.9,62,46.1,31,115,20
107030486T,2013-06-03 09:35,115,585,31.9,49.4,21,32,86,20
107030486T,2013-06-03 09:40,116,585,31.9,35,0,35,35,10
107030486T,2013-06-03 10:00,120,585,31.9,43,12.2,35,57,30
107030486T,2013-06-03 10:10,122,585,31.9,54,0,54,54,10
107030486T,2013-06-03 10:15,123,585,31.9,35.7,7.2,31,44,30
107030486T,2013-06-03 10:30,126,585,31.9,28,1.4,27,29,30
107030486T,2013-06-03 10:35,127,585,31.9,36,27.6,14,67,20
107030486T,2013-06-03 10:40,128,585,31.9,51,0,51,51,10
107030486T,2013-06-03 10:45,129,585,31.9,75,0,75,75,10
107030486T,2013-06-17 08:30,102,585,31.9,33,0,33,33,10
107030486T,2013-06-17 08:35,103,585,31.9,36.2,25.6,11,69,20
107030486T,2013-06-17 09:00,108,585,31.9,43,0,43,43,10
107030486T,2013-06-17 09:05,109,585,31.9,8,4.2,5,11,30
107030486T,2013-06-17 09:20,112,585,31.9,18.5,20.5,4,33,20
107030486T,2013-06-17 09:25,113,585,31.9,31,0,31,31,10
107030486T,2013-06-17 09:35,115,585,31.9,35.2,32.7,6,80,20
107030486T,2013-06-17 09:50,118,585,31.9,56.7,9.5,46,64,30
107030486T,2013-06-17 09:55,119,585,31.9,42.5,13.4,33,52,20
107030486T,2013-06-17 10:15,123,585,31.9,35,0,35,35,10
107030486T,2013-06-17 10:30,126,585,31.9,62,0,62,62,30
107030486T,2013-06-17 10:40,128,585,31.9,45.5,9.2,39,52,30
107030486T,2013-06-17 10:45,129,585,31.9,40,19.8,26,54,20
